zone_id,h3_cell,resolution,island,version,data_source,provenance
TRL_27,8846482cc9fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 27 linestring
TRL_28,88464959e5fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 28 linestring
TRL_29,88464959e7fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 29 linestring
TRL_30,88464959adfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 30 linestring
TRL_31,88464959adfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 31 linestring
TRL_32,88464b96d3fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 32 linestring
TRL_33,88464b96d3fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 33 linestring
TRL_34,88464b9699fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 34 linestring
TRL_35,88464b96d3fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 35 linestring
TRL_36,88464b9699fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 36 linestring
TRL_37,88464958a7fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 37 linestring
TRL_38,88464958a1fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 38 linestring
TRL_39,88464959bdfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 39 linestring
TRL_40,88464959abfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 40 linestring
TRL_41,88464959b5fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 41 linestring
TRL_42,8846494a0bfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 42 linestring
TRL_43,8846494a0bfffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 43 linestring
TRL_44,88464959d7fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 44 linestring
TRL_45,88464959a5fffff,8,oahu,2026.01,Parks Recreation trails midpoint 2026,Midpoint res8 from trail objectid 45 linestring
