objectid,cropcatego,island,acreage,st_areashape,st_perimetershape
30,Seed Production,Kauai,176.00530744,712295.358591654,5584.28969310512
31,Diversified Crop,Kauai,51.78224545,209563.396592858,2731.66773809394
32,Diversified Crop,Kauai,15.19026644,61475.2159385191,1640.47100345964
33,Diversified Crop,Kauai,248.51937746,1005761.21196938,5738.40663705705
34,Diversified Crop,Kauai,13.77659192,55754.0334893856,1472.46248942212
35,Diversified Crop,Kauai,7.50010614,30353.0263915638,791.370785076689
36,Diversified Crop,Kauai,41.74406434,168938.710994216,3355.29378162957
37,Seed Production,Kauai,2590.87446777,10485105.2259855,19409.4316422464
38,Seed Production,Kauai,803.26342148,3250753.63646976,12880.6936902888
39,Diversified Crop,Kauai,72.25352039,292409.702634491,2981.84492257318
40,Commercial Forestry,Kauai,145.42295176,588525.977492713,4581.79895179907
41,Tropical Fruits,Kauai,3.05825237,12376.7229552159,472.537768848176
42,Tropical Fruits,Kauai,6.05624683,24509.6048959245,626.657759954619
43,Commercial Forestry,Kauai,4.2153802,17059.6127075448,550.472892315131
44,Commercial Forestry,Kauai,26.79048247,108420.887141069,1417.58462768766
45,Diversified Crop,Kauai,9.20843392,37266.4354037116,849.434012317432
46,Diversified Crop,Kauai,11.23839754,45481.7422624324,891.360743322026
47,Tropical Fruits,Kauai,8.4240434,34092.0893456671,833.207877405944
48,Commercial Forestry,Kauai,3.42643157,13866.7508808315,882.994770917068
49,Taro,Kauai,88.00609454,356160.557739259,5314.45428180148
50,Taro,Kauai,58.03912586,234885.441349692,3167.98377339779
51,Commercial Forestry,Kauai,4.58282688,18546.6716164825,569.184044378106
52,Tropical Fruits,Kauai,7.91637865,32037.5766053092,1174.87205427363
53,Tropical Fruits,Kauai,16.5412729,66942.5404178581,1431.31462184099
54,Diversified Crop,Kauai,0.60632212,2453.79043660962,199.889385276353
55,Taro,Kauai,5.20317592,21056.9071888979,888.539653629171
56,Seed Production,Kauai,172.27049893,697165.63586845,3728.29582434461
57,Seed Production,Kauai,5545.1931001,22440895.8969736,51826.0723311423
58,Aquaculture,Kauai,142.41201137,576328.037643387,5069.82419637515
59,Tropical Fruits,Kauai,10.49364299,42466.7744640688,846.642596571608
60,Seed Production,Kauai,100.54312597,406891.196246741,2473.77457695419
61,Taro,Kauai,13.06627724,52879.1176304455,2087.0094802087
62,Coffee,Kauai,1128.78216903,4568119.23997466,27515.1838918705
63,Seed Production,Kauai,38.33432299,155136.754363046,2304.70964767537
64,Seed Production,Kauai,13.49340207,54607.0020459967,929.780491759945
65,Seed Production,Kauai,29.71553355,120256.948973849,1692.56845945594
66,Seed Production,Kauai,22.98394127,93014.6029526067,1543.41355498
67,Seed Production,Kauai,5.07356926,20532.4426662546,576.151564947215
68,Seed Production,Kauai,8.0926561,32750.5096681365,701.808987278754
69,Seed Production,Kauai,32.18393825,130246.571707647,1749.4438700298
70,Diversified Crop,Kauai,0.98044864,3967.88606211599,309.684954151713
71,Commercial Forestry,Kauai,212.01958696,858047.171879446,6021.15400626176
72,Commercial Forestry,Kauai,133.87370243,541788.753684037,3321.10467995917
73,Seed Production,Kauai,288.93778838,1169334.31375129,6903.80183454073
74,Flowers / Foliage / Landscape,Kauai,75.06772741,303799.852113276,3920.18380190903
75,Flowers / Foliage / Landscape,Kauai,15.72626764,63644.3369239048,2314.03060246577
76,Diversified Crop,Kauai,6.21966364,25171.0365577873,792.684488648856
77,Seed Production,Kauai,37.5243718,151861.534089734,1795.65657276897
78,Seed Production,Kauai,222.54623855,900647.460105514,5182.0764704671
79,Seed Production,Kauai,165.28187677,668901.420577828,4539.58581096567
80,Seed Production,Kauai,79.53353579,321875.342863524,2365.3991969125
81,Diversified Crop,Kauai,47.43477596,191970.309153504,1861.27505617721
82,Diversified Crop,Kauai,55.41597206,224270.630376274,2233.33784310277
83,Aquaculture,Kauai,9.38990252,38000.2217911498,926.558603445005
84,Taro,Kauai,2.05350919,8310.41679902305,381.577750585674
85,Taro,Kauai,0.94683101,3831.75804512478,288.859413191377
86,Taro,Kauai,1.90720944,7718.34521962941,376.330580672674
87,Diversified Crop,Kauai,3.93138948,15910.06375665,563.890479170238
88,Taro,Kauai,2.2592091,9142.87004297693,414.996696481569
89,Taro,Kauai,1.26430791,5116.56723712559,413.896249926758
90,Diversified Crop,Kauai,9.03970828,36583.147884014,1049.32315652544
91,Diversified Crop,Kauai,9.54524963,38629.0614004148,1034.73733345847
92,Taro,Kauai,1.65950116,6715.89568351721,333.370253615672
93,Diversified Crop,Kauai,4.19918423,16993.8452105216,539.972942487534
94,Diversified Crop,Kauai,1.67660715,6785.12787944175,325.825272621998
95,Taro,Kauai,6.68787693,27065.4403571153,965.879148794035
96,Tropical Fruits,Kauai,1.58969584,6433.40436582774,456.867904252275
97,Flowers / Foliage / Landscape,Kauai,3.5045713,14183.0411567805,616.455528142827
98,Diversified Crop,Kauai,5.34417632,21627.9944873396,687.09333110883
99,Diversified Crop,Kauai,11.07705153,44828.8029529909,1051.82670824362
100,Diversified Crop,Kauai,30.09423025,121791.251978164,1587.24183849346
101,Tropical Fruits,Kauai,20.85034311,84381.2440234939,1377.33090888628
102,Commercial Forestry,Kauai,186.72233428,755664.274011069,7509.63869578141
103,Diversified Crop,Kauai,2.17453248,8800.32586711339,566.054543749306
104,Taro,Kauai,5.14852631,20836.0427237201,748.099737650715
105,Taro,Kauai,51.91837999,210113.218066651,2230.40129100792
106,Taro,Kauai,98.34934834,398018.935918611,2824.98118595723
107,Taro,Kauai,49.03764607,198455.030543711,1990.63867405247
108,Diversified Crop,Kauai,3.16527221,12809.8371285467,467.631686325196
109,Commercial Forestry,Kauai,16.1175087,65227.508045901,1485.43530264811
110,Diversified Crop,Kauai,6.96094766,28170.9252401543,864.307946735145
111,Commercial Forestry,Kauai,10.02770817,40582.1018769015,1049.0752691928
112,Commercial Forestry,Kauai,4.7824493,19354.5288264879,530.086542096858
113,Tropical Fruits,Kauai,1.16641605,4720.48944036463,275.814145708504
114,Diversified Crop,Kauai,8.79604795,35597.6460927146,855.113456943312
115,Commercial Forestry,Kauai,3.26320352,13206.2013404327,479.542141307445
116,Diversified Crop,Kauai,10.38002968,42008.023121647,900.666602569215
117,Diversified Crop,Kauai,52.48229306,212396.027403936,2236.9091006402
118,Diversified Crop,Kauai,57.94173242,234490.381795803,1958.19521725817
119,Tropical Fruits,Kauai,261.46280903,1058140.79910339,10901.4177834979
120,Taro,Kauai,2.81681606,11399.7062007854,540.384454989502
121,Taro,Kauai,1.27984487,5179.54935710324,396.973847149569
122,Tropical Fruits,Kauai,8.3278513,33702.7692313511,909.484392148177
123,Tropical Fruits,Kauai,7.23402943,29276.1030409194,1019.78073043023
124,Diversified Crop,Kauai,4.49931133,18208.7329249525,541.3302384618
125,Diversified Crop,Kauai,1.84941084,7484.57595216512,375.831375143513
126,Diversified Crop,Kauai,6.17337265,24983.6861859044,1102.94989656347
127,Tropical Fruits,Kauai,2.93543237,11879.7193846157,432.034074384664
128,Commercial Forestry,Kauai,1.75070469,7085.09072797379,433.02493976509
129,Banana,Kauai,4.39868506,17801.4497354358,746.996559888252
130,Diversified Crop,Kauai,19.56075006,79162.7628775176,1233.29991319533
131,Diversified Crop,Kauai,26.52448109,107345.221712635,1856.03080911941
132,Diversified Crop,Kauai,18.73576481,75823.9900245381,1364.84495249391
133,Seed Production,Kauai,21.78129087,88147.579382096,1392.3816442494
134,Coffee,Kauai,43.9626913,177914.489166264,2324.53571408371
135,Coffee,Kauai,3.48210265,14091.8694904684,684.648967877949
136,Seed Production,Kauai,17.46879313,70695.2036117685,1079.08712856334
137,Seed Production,Kauai,174.9708455,708113.529398676,4824.7732822958
138,Commercial Forestry,Kauai,43.23031941,174953.421071571,1750.51273396376
139,Commercial Forestry,Kauai,201.33195636,814791.567256886,6535.22745222869
140,Diversified Crop,Kauai,29.29687922,118564.546498156,1494.63333482625
141,Seed Production,Kauai,36.173727,146395.068135629,1975.17750389622
142,Seed Production,Kauai,909.95835963,3682601.49840391,15331.6816210623
143,Diversified Crop,Kauai,3.89246476,15752.8070770044,513.684570073389
144,Seed Production,Kauai,26.76888504,108333.639647421,1349.58780177461
145,Seed Production,Kauai,51.12455521,206900.998520779,2064.04249471622
146,Diversified Crop,Kauai,2.93897649,11894.0506033968,589.124777586737
147,Diversified Crop,Kauai,0.40735468,1648.56281111197,177.724381277251
148,Diversified Crop,Kauai,6.23496526,25232.9500347926,927.700767947931
149,Taro,Kauai,2.43213394,9842.87270136253,495.591815078623
150,Diversified Crop,Kauai,18.53098534,74995.1478434997,1629.40268148468
151,Seed Production,Kauai,224.65609954,909186.047694921,9046.25001841687
152,Diversified Crop,Kauai,9.54991347,38648.6866635431,1681.38002830023
153,Aquaculture,Kauai,31.27008173,126550.482368827,1594.04761271805
154,Seed Production,Kauai,22.03163492,89162.3329548085,1290.29455611374
155,Seed Production,Kauai,59.90670897,242438.525544903,2853.90635065944
156,Diversified Crop,Kauai,2.84440917,11511.3822914765,428.515544759251
157,Banana,Kauai,1.50940374,6108.46788567854,370.212055999262
158,Flowers / Foliage / Landscape,Kauai,11.1946458,45304.9103775709,915.877070414116
159,Flowers / Foliage / Landscape,Kauai,21.31857009,86276.6389333634,1428.85521784628
160,Flowers / Foliage / Landscape,Kauai,2.58377751,10456.5959780449,444.298318925195
161,Banana,Kauai,3.08437984,12482.5326065725,460.334589397115
162,Banana,Kauai,0.37374257,1512.5426818505,157.005953991406
163,Banana,Kauai,5.59154372,22629.0679144347,616.912909974989
164,Banana,Kauai,1.05864177,4284.34079503443,268.536161589009
165,Commercial Forestry,Kauai,88.24947407,357147.054316116,2942.69877043044
166,Tropical Fruits,Kauai,39.44460612,159633.006722938,2202.59773489539
167,Tropical Fruits,Kauai,15.79412234,63919.1743126493,1242.60213453023
168,Diversified Crop,Kauai,2.5935021,10495.9237536097,405.008801904049
169,Tropical Fruits,Kauai,11.95548173,48383.7470833226,905.31918079942
170,Flowers / Foliage / Landscape,Kauai,0.72165508,2920.53195291055,242.571106285914
171,Diversified Crop,Kauai,3.17337786,12842.6351017047,442.939897187558
172,Diversified Crop,Kauai,3.50133797,14169.9309721603,477.762336374482
173,Taro,Kauai,1.40107069,5670.15827416205,301.742614884777
174,Taro,Kauai,0.34410084,1392.58172665321,145.127870376723
175,Diversified Crop,Kauai,2.46591134,9979.5360685164,411.984959774095
176,Diversified Crop,Kauai,0.73020183,2955.12626602583,209.861394490741
177,Commercial Forestry,Kauai,5.32406748,21546.485829686,871.963996144046
178,Diversified Crop,Kauai,1.7552353,7103.43231401048,361.169471642279
179,Tropical Fruits,Kauai,1.42957836,5785.50136948388,296.278817146271
180,Diversified Crop,Kauai,1.08498395,4390.92723733227,283.486851676808
181,Diversified Crop,Kauai,1.65825244,6710.94749154931,348.429656703005
182,Diversified Crop,Kauai,1.46066515,5911.35332288133,326.213200742616
183,Diversified Crop,Kauai,4.3928635,17778.0034018105,687.908152066793
184,Diversified Crop,Kauai,2.9329947,11869.86553081,423.526443673792
185,Diversified Crop,Kauai,11.85441656,47974.0571855936,976.875739712818
186,Diversified Crop,Kauai,2.92186438,11824.7656725288,448.607324213899
187,Seed Production,Oahu,1398.73391487,5660439.5605013,15214.3806142868
188,Diversified Crop,Oahu,69.66863898,281937.230914537,2234.77806778733
189,Tropical Fruits,Oahu,101.37999979,410267.654482044,3672.75016680418
190,Seed Production,Oahu,199.99434784,809343.109998785,6366.40745180513
191,Diversified Crop,Oahu,165.84905148,671162.908928317,3710.07792837509
192,Diversified Crop,Oahu,38.08185313,154110.831746963,1617.50685312142
193,Papaya,Oahu,21.13097679,85513.4818053682,1199.75910348796
194,Aquaculture,Oahu,11.94696133,48347.3240866014,1042.61911047635
195,Diversified Crop,Oahu,83.35462104,337321.98924026,2842.93030174445
196,Diversified Crop,Oahu,17.01026851,68837.6688061499,1036.25728040112
197,Seed Production,Oahu,138.56600524,560753.361180754,3549.03096281317
198,Papaya,Oahu,19.1565364,77523.265419636,1259.02505356279
199,Diversified Crop,Oahu,82.43807,333612.956937983,2743.22798621707
200,Diversified Crop,Oahu,47.9818948,194174.647677634,2271.5728100021
201,Seed Production,Oahu,171.6953212,694822.018882534,3550.33664558503
202,Pineapple,Oahu,425.4669626,1721793.44162474,6685.7451283609
203,Seed Production,Oahu,90.04086929,364380.255180168,2487.11000246959
204,Diversified Crop,Oahu,109.96969957,445028.955404479,3326.5208870934
205,Pineapple,Oahu,2727.58499804,11038086.1947498,34023.895480036
206,Coffee,Oahu,88.98589961,360111.068331326,3272.68045596816
207,Commercial Forestry,Oahu,26.43675026,106985.227189389,2622.78035800591
208,Pineapple,Oahu,25.6179969,103671.861148054,1467.05662704797
209,Seed Production,Oahu,252.39267468,1021392.76271887,5321.84166292306
210,Seed Production,Oahu,36.08277789,146021.22603331,2487.00826858924
211,Seed Production,Oahu,161.62200377,654058.321209647,4691.66535305836
212,Pineapple,Oahu,60.18374164,243554.024430182,2103.83487337705
213,Diversified Crop,Oahu,34.23610635,138548.048295171,1744.50221203174
214,Diversified Crop,Oahu,62.19521223,251694.118062522,3175.83650822708
215,Seed Production,Oahu,857.10076052,3468550.17341926,16535.4679656177
216,Diversified Crop,Oahu,421.42621864,1705444.45463179,8407.52175554471
217,Pineapple,Oahu,92.48232873,374261.080698413,2678.30813313205
218,Diversified Crop,Oahu,63.86499203,258451.329938941,2747.7501156341
219,Banana,Oahu,158.97387029,643341.543795236,5115.59044885617
220,Diversified Crop,Oahu,84.27091335,341030.840472405,2732.43629041726
221,Banana,Oahu,29.29066062,118534.580788485,1626.29809686929
222,Banana,Oahu,14.23253544,57596.805049764,1089.52415028234
223,Seed Production,Oahu,1584.40152698,6411817.35395738,18515.1026566513
224,Diversified Crop,Oahu,873.28084116,3534025.79790234,8140.86498263062
225,Diversified Crop,Oahu,277.74666478,1123995.14130488,4952.38895507995
226,Diversified Crop,Oahu,170.62962003,690509.607875927,3920.63920703999
227,Diversified Crop,Oahu,5.10682863,20666.5524028565,578.807436443621
228,Diversified Crop,Oahu,27.53025445,111410.716464832,1937.66860169281
229,Diversified Crop,Oahu,4.35410362,17620.3878992604,537.299143381448
230,Diversified Crop,Oahu,12.96990863,52487.2133935421,984.086830093373
231,Diversified Crop,Oahu,12.46219336,50432.5653146242,1268.21325681745
232,Diversified Crop,Oahu,4.43439876,17945.3165336113,565.240397470128
233,Tropical Fruits,Oahu,2.65017618,10724.8538717323,415.87798585499
234,Diversified Crop,Oahu,7.16107067,28979.7516359361,993.049543508388
235,Diversified Crop,Oahu,8.40185645,34001.0225297763,1057.03216262242
236,Diversified Crop,Oahu,2.87047441,11616.3666129922,444.374013614509
237,Flowers / Foliage / Landscape,Oahu,2.07328815,8390.27992353999,368.984348501035
238,Diversified Crop,Oahu,9.98134442,40392.9674083948,822.308691380487
239,Diversified Crop,Oahu,2.2243641,9001.66513435498,472.411789230043
240,Diversified Crop,Oahu,6.34807582,25689.6777522669,789.269684112759
241,Diversified Crop,Oahu,8.7764247,35516.8331056419,880.359716798348
242,Diversified Crop,Oahu,10.94883202,44308.2245007464,1230.23623183965
243,Diversified Crop,Oahu,2.11011771,8539.32900005976,465.285414627938
244,Flowers / Foliage / Landscape,Oahu,3.17717102,12857.5191477343,501.029704242019
245,Diversified Crop,Oahu,4.36531111,17665.7535701977,605.315860949442
246,Flowers / Foliage / Landscape,Oahu,3.10910517,12582.0717727328,573.374214601739
247,Diversified Crop,Oahu,4.91253691,19880.2913654854,619.979362271704
248,Flowers / Foliage / Landscape,Oahu,2.75940592,11166.896086238,437.999296717463
249,Diversified Crop,Oahu,2.69113176,10890.5977455647,531.459780992759
250,Diversified Crop,Oahu,0.66047027,2672.82830168972,244.639497185719
251,Diversified Crop,Oahu,13.68404044,55377.2332238146,1483.55220461951
252,Diversified Crop,Oahu,5.23442315,21182.9041402998,673.515108252769
253,Diversified Crop,Oahu,8.9266643,36124.845260708,755.667433477191
254,Flowers / Foliage / Landscape,Oahu,10.61583498,42960.661031106,834.609072912081
255,Diversified Crop,Oahu,9.18954271,37188.6714302444,1006.72413931808
256,Diversified Crop,Oahu,7.64873253,30953.2370043847,863.341665005075
257,Diversified Crop,Oahu,11.24073038,45489.5134176941,1004.89300796472
258,Diversified Crop,Oahu,22.33131911,90371.4475603579,1393.19828006738
259,Diversified Crop,Oahu,3.06975083,12422.8084705539,559.364525939062
260,Diversified Crop,Oahu,8.20437886,33201.8696350348,984.891460018984
261,Diversified Crop,Oahu,6.02227467,24371.2139971713,656.633120843019
262,Diversified Crop,Oahu,30.97793055,125362.954051598,2346.10183823529
263,Diversified Crop,Oahu,2.01614506,8159.0218137084,448.225828177209
264,Diversified Crop,Oahu,9.48341151,38377.9121597615,1193.28692349895
265,Diversified Crop,Oahu,8.46584445,34259.9753451295,963.462241214977
266,Flowers / Foliage / Landscape,Oahu,1.42401468,5762.76699650412,328.858183180887
267,Flowers / Foliage / Landscape,Oahu,1.09178529,4418.28825648877,280.656222217396
268,Diversified Crop,Oahu,2.63168036,10650.0118232244,644.614007998736
269,Diversified Crop,Oahu,0.80786824,3269.32081227079,254.052194716867
270,Diversified Crop,Oahu,4.44785738,17999.7957788706,571.697655618595
271,Diversified Crop,Oahu,4.4141828,17863.5266378869,569.265965565578
272,Diversified Crop,Oahu,2.94424062,11914.8911198773,441.105265752989
273,Diversified Crop,Oahu,2.5956146,10504.0569090607,425.79727953447
274,Diversified Crop,Oahu,11.87866061,48071.1375165398,1166.99664678878
275,Diversified Crop,Oahu,7.14562675,28917.2667509483,1141.73137726611
276,Diversified Crop,Oahu,7.97114886,32258.0338329666,961.868153592936
277,Diversified Crop,Oahu,2.5635316,10374.2198682048,399.359337105207
278,Diversified Crop,Oahu,6.33060155,25618.9828714044,838.583469383755
279,Diversified Crop,Oahu,3.5520186,14374.4887741066,481.297292184582
280,Diversified Crop,Oahu,10.46184956,42337.526139069,1103.26284571281
281,Diversified Crop,Oahu,10.13654925,41020.8754442004,876.507996071756
282,Flowers / Foliage / Landscape,Oahu,1.35261899,5473.80802169094,341.833045952478
283,Aquaculture,Oahu,222.79826433,901623.092487008,4664.09520221523
284,Diversified Crop,Oahu,246.47872926,997453.632201584,5856.05449087599
285,Diversified Crop,Oahu,57.7926341,233876.084678495,4304.93798191234
286,Diversified Crop,Oahu,137.18479099,555161.552196913,3968.28298164449
287,Diversified Crop,Oahu,16.85919768,68226.0481885341,1287.24826420472
288,Diversified Crop,Oahu,29.78856412,120548.830717726,1594.14826995531
289,Diversified Crop,Oahu,2.16584092,8764.76479246271,420.121910940256
290,Diversified Crop,Oahu,6.673828,27007.7594208138,690.621800899816
291,Diversified Crop,Oahu,44.50716249,180112.311634655,3503.30139394277
292,Diversified Crop,Oahu,61.79034,250054.120381697,3396.18776823542
293,Diversified Crop,Oahu,6.07461698,24582.8566470092,717.259867917437
294,Diversified Crop,Oahu,111.34033847,450574.051979536,5486.33273166988
295,Tropical Fruits,Oahu,3.53171047,14292.1956662949,453.182118326878
296,Diversified Crop,Oahu,2.39537619,9693.65523314083,451.569011868434
297,Papaya,Oahu,9.48685201,38391.5635001064,1152.57218882927
298,Papaya,Oahu,16.47659953,66677.8022743447,1173.18848943644
299,Diversified Crop,Oahu,14.76259771,59741.5612161386,1765.5347817633
300,Diversified Crop,Oahu,25.35564203,102609.713348509,2057.59421702969
301,Diversified Crop,Oahu,4.00898211,16223.6287679727,549.517076117965
302,Diversified Crop,Oahu,2.83471775,11471.5974381129,456.883925618874
303,Diversified Crop,Oahu,42.17207157,170662.877242911,1761.34896280125
304,Diversified Crop,Oahu,4.05931288,16427.3159334545,585.635754019648
305,Diversified Crop,Oahu,11.01678526,44582.9744865365,1018.74034603702
306,Diversified Crop,Oahu,10.35180509,41891.9303222415,984.157621650993
307,Diversified Crop,Oahu,12.05285138,48775.7662867564,1014.51466526851
308,Diversified Crop,Oahu,22.13275976,89567.3803187742,1628.88872698235
309,Diversified Crop,Oahu,9.67184147,39140.2340631936,845.135681287501
310,Diversified Crop,Oahu,1.85777313,7518.08678594994,329.635053614035
311,Diversified Crop,Oahu,13.30009832,53823.1414569543,1094.45290165943
312,Diversified Crop,Oahu,5.83651899,23619.3746610437,894.900379709523
313,Taro,Oahu,1.61235984,6524.94065903201,354.593636665685
314,Diversified Crop,Oahu,5.08353328,20572.1700624483,712.862848933648
315,Diversified Crop,Oahu,14.80628251,59918.4247805297,1793.00343491855
316,Diversified Crop,Oahu,2.59090982,10484.9725318618,555.554586858858
317,Diversified Crop,Oahu,1.68534633,6820.31261072096,367.521058367329
318,Aquaculture,Oahu,5.18473009,20981.726821524,574.288712276385
319,Flowers / Foliage / Landscape,Oahu,1.46792933,5940.45493580629,319.666038653944
320,Flowers / Foliage / Landscape,Oahu,0.79814824,3229.96427140891,252.700680348374
321,Flowers / Foliage / Landscape,Oahu,4.35747229,17633.9291956014,701.272995978496
322,Flowers / Foliage / Landscape,Oahu,0.3690639,1493.53665278523,155.498449288639
323,Diversified Crop,Oahu,1.97623644,7997.48293941464,362.766613979406
324,Diversified Crop,Oahu,4.49518534,18191.2275167701,758.604074980027
325,Diversified Crop,Oahu,18.52099432,74951.246585012,1553.24845719087
326,Taro,Oahu,1.65150863,6683.36906954799,331.173467622849
327,Taro,Oahu,3.41367304,13814.5414726718,616.456997954957
328,Diversified Crop,Oahu,7.37726842,29854.511252151,941.067407088629
329,Diversified Crop,Oahu,1.07914197,4367.09679341376,252.714123533007
330,Flowers / Foliage / Landscape,Oahu,1.46212862,5916.98230220607,395.528436103324
331,Taro,Oahu,0.91244226,3692.49592550665,299.847706355225
332,Diversified Crop,Oahu,1.21015074,4897.26996548704,331.49437099506
333,Diversified Crop,Oahu,3.10812276,12578.0372941643,757.979591267099
334,Taro,Oahu,1.05814369,4282.12308283495,328.719105690211
335,Diversified Crop,Oahu,2.74077479,11091.4368892521,535.613527577884
336,Diversified Crop,Oahu,1.66928057,6755.28783884365,343.004878300896
337,Flowers / Foliage / Landscape,Oahu,1.47069355,5951.51148708569,311.647235323024
338,Flowers / Foliage / Landscape,Oahu,4.52410169,18307.8485891682,813.107804715769
339,Flowers / Foliage / Landscape,Oahu,2.64796692,10715.6282934499,509.013685133588
340,Flowers / Foliage / Landscape,Oahu,0.91582169,3706.08676111658,279.116412124735
341,Banana,Oahu,6.49201941,26271.5075850567,822.917753451281
342,Diversified Crop,Oahu,1.10586237,4475.13532004392,253.777719108216
343,Diversified Crop,Oahu,130.80833435,529346.976613138,3217.72144683941
344,Tropical Fruits,Oahu,5.19728102,21032.0270109746,573.586901113727
345,Flowers / Foliage / Landscape,Oahu,6.58999718,26667.9923855466,688.673870566574
346,Banana,Oahu,2.92554132,11838.8979961045,440.617407288187
347,Flowers / Foliage / Landscape,Oahu,21.43826238,86755.0064067257,1208.90317808591
348,Flowers / Foliage / Landscape,Oahu,8.11078803,32822.2202972732,1040.98274567722
349,Diversified Crop,Oahu,5.56592887,22523.8534110795,692.434717870987
350,Diversified Crop,Oahu,113.2281337,458214.252766021,2751.80525844237
351,Diversified Crop,Oahu,172.50567383,698098.912008138,4452.47609212859
352,Diversified Crop,Oahu,31.45148961,127278.288965143,1412.58738621741
353,Diversified Crop,Oahu,11.41820865,46207.3645042918,975.9444535242
354,Banana,Oahu,1.65373954,6692.2449340187,404.419941717686
355,Diversified Crop,Oahu,0.60591118,2451.96163312781,198.817694187785
356,Diversified Crop,Oahu,1.61781623,6546.87773024267,327.764197983015
357,Diversified Crop,Oahu,0.67354193,2725.64863381756,227.120807977356
358,Diversified Crop,Oahu,0.90470814,3661.11521634558,287.169946103327
359,Diversified Crop,Oahu,0.9878202,3997.45182786325,285.498770488167
360,Banana,Oahu,1.25877647,5093.93669186145,358.135361804183
361,Diversified Crop,Oahu,6.80232783,27527.2381186687,1364.24396691614
362,Flowers / Foliage / Landscape,Oahu,0.93421511,3780.52595250562,282.621831874131
363,Tropical Fruits,Oahu,4.62110216,18700.3840807677,756.17219445919
364,Diversified Crop,Oahu,1.7535702,7096.23675181899,442.374804908297
365,Flowers / Foliage / Landscape,Oahu,2.81468405,11390.2813391955,428.71835720828
366,Flowers / Foliage / Landscape,Oahu,6.90875231,27957.8992970469,700.512046964784
367,Flowers / Foliage / Landscape,Oahu,2.70060178,10928.6263326506,488.218510541911
368,Flowers / Foliage / Landscape,Oahu,13.97488612,56552.6913440998,1265.60131353855
369,Flowers / Foliage / Landscape,Oahu,3.66709281,14839.7657636869,539.830888776504
370,Flowers / Foliage / Landscape,Oahu,7.40191008,29953.5817863602,725.860850232226
371,Flowers / Foliage / Landscape,Oahu,2.86987146,11613.6155877503,468.207306658538
372,Flowers / Foliage / Landscape,Oahu,7.14555806,28916.2015357,855.596933849484
373,Diversified Crop,Oahu,5.06357128,20490.9349490517,750.573837736608
374,Flowers / Foliage / Landscape,Oahu,6.3494128,25694.3959050301,819.574074855975
375,Flowers / Foliage / Landscape,Oahu,19.61445218,79374.5434503877,1421.62288169465
376,Flowers / Foliage / Landscape,Oahu,9.90978155,40102.2861303378,1000.41017035717
377,Flowers / Foliage / Landscape,Oahu,1.6249072,6575.57111631544,346.886774040087
378,Banana,Oahu,4.07729318,16499.7337915386,700.837885519394
379,Flowers / Foliage / Landscape,Oahu,0.28508008,1153.64420715559,127.293348800838
380,Diversified Crop,Oahu,1.04576225,4231.92418523486,340.506466988192
381,Flowers / Foliage / Landscape,Oahu,0.47485541,1921.61659495157,175.987409735853
382,Diversified Crop,Oahu,1.591368,6439.84691055637,326.992325037535
383,Flowers / Foliage / Landscape,Oahu,7.1300225,28853.3383849403,744.595012227907
384,Diversified Crop,Oahu,39.03261562,157954.740763089,2117.02564471133
